basic_trend_following,basic_mean_reversion,basic_breakout,basic_momentum,portfolio_enhanced_momentum,portfolio_enhanced_trend,portfolio_enhanced_breakout,portfolio_enhanced_mean_reversion
66199290.50801188,68375283.56101361,65492250.89026759,66842205.24504577,905432.571494707,932819.9295273621,845261.5842994014,1395171.326368269
66398980.12016398,68687425.46349496,66026454.14531806,67157874.07646859,900332.1054731692,944776.1404143174,857293.4145758906,1421010.2933577863
66743682.34788185,69348165.71507926,66578060.918657675,67491636.96040308,898088.1142503108,969918.2223454316,859227.8388312617,1421010.2933577863
67248255.23586771,69724179.53327432,67216056.09358507,68113441.92367241,918882.1519376124,1011803.9593067963,869875.9778083125,1446849.1403273907
67122720.24571666,69829518.87442356,67162537.2559902,67985242.03808662,915921.4859682407,1003450.3699971039,861681.9557746211,1467989.9278334943
68268106.9463748,71357755.94135216,68432497.54673547,69413218.88812134,921997.452266344,1016938.7848606904,859696.4063666621,1531412.5303916303
68646791.61527461,71654812.26151845,68743064.7961466,69894119.35129365,939842.0457335796,1024535.7776738007,869236.8904059688,1531412.5303916303
70818146.69459373,72354969.21577689,70654060.00535461,72118967.78303966,948545.6687103595,1024116.4121418793,873436.0855124751,1531412.5303916303
72981841.97022328,72726597.22275853,72585440.21563777,74336796.06750485,985741.7539664592,1048922.9792805512,896383.2015383998,1531412.5303916303
74804821.18048361,72787440.4240467,74363818.84761342,76391560.63216573,1017833.6221104945,1030830.417167743,894134.5884192744,1531412.5303916303
